	mass B			
t	x		y		r	
67.935	1.416E-2	2.226E-2	2.638E-2
67.951	1.416E-2	2.224E-2	2.637E-2
67.968	1.402E-2	2.230E-2	2.634E-2
67.985	7.099E-3	2.246E-2	2.355E-2
68.001	1.360E-3	2.287E-2	2.292E-2
68.018	-6.008E-3	2.300E-2	2.377E-2
68.035	-1.202E-2	2.298E-2	2.594E-2
68.051	-1.625E-2	2.275E-2	2.796E-2
68.068	-1.909E-2	2.223E-2	2.930E-2
68.085	-2.061E-2	2.201E-2	3.016E-2
68.101	-2.217E-2	2.175E-2	3.105E-2
68.118	-2.353E-2	2.160E-2	3.194E-2
68.135	-2.428E-2	2.159E-2	3.249E-2
68.151	-2.453E-2	2.159E-2	3.268E-2
68.168	-2.518E-2	2.173E-2	3.326E-2
68.185	-2.843E-2	2.205E-2	3.598E-2
68.201	-2.985E-2	2.217E-2	3.718E-2
68.218	-3.282E-2	2.229E-2	3.967E-2
68.235	-3.326E-2	2.221E-2	3.999E-2
68.252	-3.317E-2	2.215E-2	3.988E-2
68.268	-3.292E-2	2.214E-2	3.968E-2
68.285	-3.272E-2	2.221E-2	3.954E-2
68.302	-3.232E-2	2.231E-2	3.927E-2
68.318	-3.154E-2	2.251E-2	3.875E-2
68.335	-3.082E-2	2.270E-2	3.828E-2
68.352	-2.992E-2	2.282E-2	3.763E-2
68.368	-2.910E-2	2.303E-2	3.711E-2
68.385	-2.833E-2	2.340E-2	3.675E-2
68.402	-2.603E-2	2.376E-2	3.524E-2
68.418	-2.215E-2	2.357E-2	3.234E-2
68.435	-2.000E-2	2.428E-2	3.146E-2
68.452	-2.060E-2	2.550E-2	3.278E-2
68.468	-1.992E-2	2.721E-2	3.373E-2
68.485	-1.848E-2	2.905E-2	3.443E-2
68.502	-1.726E-2	3.129E-2	3.574E-2
68.518	-1.680E-2	3.378E-2	3.772E-2
68.535	-1.550E-2	3.657E-2	3.972E-2
68.552	-1.392E-2	3.963E-2	4.201E-2
68.569	-1.236E-2	4.302E-2	4.476E-2
68.585	-1.093E-2	4.653E-2	4.780E-2
68.602	-9.235E-3	5.039E-2	5.123E-2
68.619	-7.191E-3	5.419E-2	5.467E-2
68.635	-5.065E-3	5.802E-2	5.824E-2
68.652	-3.273E-3	6.202E-2	6.210E-2
68.669	-1.287E-3	6.647E-2	6.649E-2
68.685	8.014E-4	7.071E-2	7.072E-2
68.702	3.517E-3	7.482E-2	7.490E-2
68.719	5.844E-3	7.867E-2	7.889E-2
68.735	8.431E-3	8.232E-2	8.275E-2
68.752	1.095E-2	8.564E-2	8.634E-2
68.769	1.362E-2	8.838E-2	8.943E-2
68.785	1.626E-2	9.090E-2	9.234E-2
68.802	1.927E-2	9.323E-2	9.520E-2
68.819	2.167E-2	9.507E-2	9.751E-2
68.835	2.471E-2	9.664E-2	9.975E-2
68.852	2.786E-2	9.786E-2	0.102
68.869	3.080E-2	9.853E-2	0.103
68.885	3.425E-2	9.914E-2	0.105
68.902	3.730E-2	9.925E-2	0.106
68.919	4.038E-2	9.916E-2	0.107
68.936	4.313E-2	9.890E-2	0.108
68.952	4.643E-2	9.840E-2	0.109
68.969	4.956E-2	9.774E-2	0.110
68.986	5.272E-2	9.694E-2	0.110
69.002	5.694E-2	9.596E-2	0.112
69.019	6.117E-2	9.450E-2	0.113
69.036	6.564E-2	9.314E-2	0.114
69.052	6.983E-2	9.159E-2	0.115
69.069	7.464E-2	8.988E-2	0.117
69.086	7.918E-2	8.834E-2	0.119
69.102	8.409E-2	8.649E-2	0.121
69.119	8.902E-2	8.439E-2	0.123
69.136	9.404E-2	8.231E-2	0.125
69.152	9.898E-2	7.998E-2	0.127
69.169	0.104	7.753E-2	0.130
69.186	0.109	7.489E-2	0.132
69.202	0.113	7.207E-2	0.134
69.219	0.118	6.893E-2	0.137
69.236	0.122	6.591E-2	0.139
69.253	0.126	6.255E-2	0.140
69.269	0.129	5.922E-2	0.142
69.286	0.133	5.523E-2	0.144
69.303	0.136	5.071E-2	0.145
69.319	0.139	4.521E-2	0.146
69.336	0.142	3.924E-2	0.147
69.353	0.144	3.253E-2	0.148
69.369	0.146	2.575E-2	0.149
69.386	0.148	2.118E-2	0.150
69.403	0.147	2.100E-2	0.149
69.419	0.150	2.076E-2	0.152
69.436	0.152	2.090E-2	0.153
69.453	0.152	2.098E-2	0.154
69.469	0.151	2.119E-2	0.153
69.486	0.151	2.147E-2	0.152
69.503	0.151	2.162E-2	0.152
69.519	0.151	2.186E-2	0.153
69.536	0.152	2.210E-2	0.154
69.553	0.152	2.238E-2	0.154
69.570	0.152	2.273E-2	0.154
69.586	0.153	2.308E-2	0.154
69.603	0.153	2.342E-2	0.155
69.620	0.154	2.367E-2	0.156
69.636	0.155	2.383E-2	0.156
69.653	0.155	2.393E-2	0.157
69.670	0.156	2.409E-2	0.158
69.686	0.156	2.431E-2	0.158
69.703	0.157	2.471E-2	0.159
69.720	0.158	2.496E-2	0.160
69.736	0.159	2.515E-2	0.161
