	mass A									
t	x	y	r	vx	vy	v	ax	ay	a	
5.822483E0	1.097934E0	-1.329346E-1	1.105952E0	2.027061E-4	7.708691E-3	7.711356E-3	8.734612E-3	1.453164E-2	1.695470E-2
5.839167E0	1.097976E0	-1.327739E-1	1.105975E0	1.160380E-3	5.993497E-3	6.104792E-3	1.236501E-1	-1.613465E-1	2.032782E-1
5.855850E0	1.097972E0	-1.327346E-1	1.105967E0	3.112141E-3	1.179366E-3	3.328112E-3	-1.859479E-2	-2.307453E-1	2.314933E-1
5.872533E0	1.098080E0	-1.327345E-1	1.106074E0	2.294002E-3	-1.331689E-3	2.652516E-3	-3.315648E-2	-5.561010E-2	6.474438E-2
5.889217E0	1.098049E0	-1.327790E-1	1.106048E0	5.852775E-5	-1.111359E-3	1.112899E-3	-7.317396E-2	-2.398854E-3	7.321327E-2
5.905900E0	1.098082E0	-1.327716E-1	1.106080E0	1.125472E-3	-6.244181E-4	1.287084E-3	7.617922E-2	4.357218E-2	8.775995E-2
5.922583E0	1.098087E0	-1.327998E-1	1.106088E0	1.848271E-3	-3.730697E-4	1.885546E-3	-1.170305E-2	-2.215464E-2	2.505573E-2
5.939267E0	1.098144E0	-1.327841E-1	1.106143E0	1.579564E-3	-6.117306E-4	1.693882E-3	1.262884E-1	-3.250084E-4	1.262889E-1
5.955950E0	1.098139E0	-1.328203E-1	1.106142E0	4.605241E-3	-1.161400E-3	4.749431E-3	1.415022E-2	-2.815359E-4	1.415302E-2
5.972633E0	1.098298E0	-1.328228E-1	1.106300E0	4.435656E-3	-1.159437E-4	4.437171E-3	1.023680E-1	6.052579E-2	1.189226E-1
5.989317E0	1.098287E0	-1.328241E-1	1.106290E0	5.066203E-3	6.244225E-4	5.104539E-3	8.470069E-2	-3.472903E-2	9.154405E-2
6.006000E0	1.098467E0	-1.328020E-1	1.106465E0	9.751594E-3	-7.784249E-4	9.782613E-3	3.453311E-1	-8.548231E-2	3.557539E-1
6.022683E0	1.098613E0	-1.328501E-1	1.106616E0	1.464810E-2	-2.924190E-3	1.493712E-2	1.561978E-1	5.279424E-3	1.562870E-1
6.039367E0	1.098955E0	-1.328995E-1	1.106962E0	1.726051E-2	-6.442850E-4	1.727253E-2	-1.895919E-1	4.202703E-1	4.610555E-1
6.056050E0	1.099189E0	-1.328716E-1	1.107190E0	7.470421E-3	1.050590E-2	1.289113E-2	7.763588E-2	5.500677E-1	5.555194E-1
6.072733E0	1.099205E0	-1.325490E-1	1.107168E0	1.627449E-2	1.983054E-2	2.565365E-2	8.332922E-1	5.006522E-1	9.721257E-1
6.089417E0	1.099732E0	-1.322099E-1	1.107650E0	3.945377E-2	2.537004E-2	4.690671E-2	9.843621E-1	-1.117581E-1	9.906859E-1
6.106100E0	1.100521E0	-1.317025E-1	1.108374E0	4.894871E-2	1.909024E-2	5.253964E-2	5.992182E-1	-6.312229E-1	8.703475E-1
6.122783E0	1.101365E0	-1.315729E-1	1.109196E0	5.776097E-2	1.278492E-3	5.777512E-2	-1.678568E-1	-6.313086E-1	6.532430E-1
6.139467E0	1.102448E0	-1.316598E-1	1.110282E0	4.764160E-2	-2.584747E-3	4.771166E-2	-7.702530E-1	-1.597349E-1	7.866416E-1
6.156150E0	1.102955E0	-1.316592E-1	1.110785E0	2.661950E-2	-2.073315E-3	2.670012E-2	-9.985375E-1	-4.634432E-2	9.996124E-1
6.172833E0	1.103337E0	-1.317290E-1	1.111172E0	1.663071E-2	-4.993880E-3	1.736431E-2	-4.960215E-1	5.416461E-2	4.989701E-1
6.189517E0	1.103509E0	-1.318258E-1	1.111356E0	9.001096E-3	-8.961451E-4	9.045596E-3	-2.804794E-1	1.476027E-1	3.169468E-1
6.206200E0	1.103637E0	-1.317589E-1	1.111474E0	7.763711E-3	1.768582E-3	7.962605E-3	-1.110400E-1	3.814715E-2	1.174100E-1
6.222883E0	1.103768E0	-1.317668E-1	1.111606E0	5.818664E-3	-9.031224E-4	5.888335E-3	-1.290756E-1	-2.496977E-2	1.314687E-1
6.239567E0	1.103831E0	-1.317890E-1	1.111671E0	2.963242E-3	8.244317E-4	3.075791E-3	-1.352160E-1	7.615788E-2	1.551882E-1
6.256250E0	1.103867E0	-1.317393E-1	1.111701E0	1.475209E-3	2.399284E-3	2.816524E-3	-8.517944E-2	1.541104E-1	1.760839E-1
6.272933E0	1.103880E0	-1.317090E-1	1.111710E0	1.280541E-4	5.032324E-3	5.033953E-3	4.145582E-2	1.331611E-1	1.394649E-1
6.289617E0	1.103872E0	-1.315714E-1	1.111685E0	2.360272E-3	7.895042E-3	8.240302E-3	-4.957812E-2	3.024313E-1	3.064680E-1
6.306300E0	1.103959E0	-1.314456E-1	1.111757E0	1.219625E-4	1.368541E-2	1.368595E-2			
6.322983E0	1.103876E0	-1.311147E-1	1.111635E0						
