	mass D						
t	x	y	vx	vy	ax	ay	
9.710	1.016	-0.121	0.150	4.208E-2	0.312	-8.760E-2
9.726	1.018	-0.120	0.154	4.009E-2	8.094E-2	-0.374
9.743	1.021	-0.120	0.150	3.212E-2	0.325	-0.737
9.760	1.023	-0.119	0.164	1.364E-2	0.675	-0.846
9.776	1.026	-0.119	0.176	3.110E-3	0.487	-0.483
9.793	1.029	-0.119	0.177	-1.419E-3	0.865	-0.205
9.810	1.032	-0.119	0.202	-4.175E-3	0.941	-4.245E-2
9.826	1.036	-0.119	0.216	-2.730E-3	1.025	-0.127
9.843	1.039	-0.119	0.228	-7.074E-3	0.805	-0.482
9.860	1.043	-0.119	0.250	-1.978E-2	0.753	-0.837
9.877	1.048	-0.120	0.251	-3.490E-2	0.305	-0.512
9.893	1.052	-0.121	0.258	-3.890E-2	0.383	-0.458
9.910	1.056	-0.121	0.266	-4.609E-2	0.353	-0.433
9.927	1.061	-0.122	0.268	-5.730E-2	0.614	-0.468
9.943	1.065	-0.123	0.286	-5.961E-2	0.261	-0.440
9.960	1.070	-0.124	0.283	-7.145E-2	1.877E-2	-0.570
9.977	1.075	-0.126	0.278	-8.086E-2	-1.126	-0.722
9.993	1.079	-0.127	0.256	-9.263E-2	-0.359	-0.538
10.010	1.083	-0.129	0.251	-0.102	-0.706	-0.455
10.027	1.088	-0.130	0.249	-0.105	-0.191	-0.399
10.043	1.091	-0.132	0.231	-0.116	-0.655	-0.613
10.060	1.095	-0.134	0.235	-0.126	-0.706	-0.713
10.077	1.099	-0.136	0.207	-0.139	-1.913	-1.474
10.093	1.102	-0.139	0.168	-0.174	-2.172	-2.230
10.110	1.105	-0.142	0.136	-0.217	-3.063	-2.517
10.127	1.107	-0.146	7.074E-2	-0.256	-3.553	-2.486
10.143	1.107	-0.151	7.406E-3	-0.300	-3.338	-2.412
10.160	1.107	-0.156	-3.392E-2	-0.338	-2.666	-1.901
10.177	1.106	-0.162	-8.389E-2	-0.363	-3.019	-1.187
10.194	1.104	-0.168	-0.134	-0.378	1.087	3.515
10.210	1.102	-0.175	-6.546E-2	-0.262	3.631	8.492
10.227	1.102	-0.177	1.981E-2	-7.038E-2	5.166	7.780
10.244	1.102	-0.177	8.062E-2	1.394E-3	1.589	2.590
10.260	1.105	-0.177	0.101	4.599E-3	-1.435	3.462E-2
10.277	1.106	-0.177	1.393E-2	4.649E-3	-3.612	8.701E-2
10.294	1.105	-0.177	-2.302E-2	4.920E-3	-1.045	0.170
10.310	1.105	-0.177	-1.614E-2	1.196E-2	0.652	0.191
10.327	1.105	-0.176	-9.883E-4	1.165E-2	0.591	-0.148
10.344	1.105	-0.176	5.708E-3	6.314E-3	0.221	8.146E-2
10.360	1.105	-0.176	4.215E-3	1.268E-2	-0.354	0.228
10.377	1.105	-0.176	-4.127E-3	1.749E-2	-0.499	8.654E-2
10.394	1.105	-0.176	-1.501E-2	1.308E-2	-0.144	-2.073E-2
10.410	1.105	-0.175	-9.104E-3	1.681E-2	0.541	-2.942E-2
10.427	1.105	-0.175	4.522E-3	1.416E-2	0.637	-0.289
10.444	1.105	-0.175	1.259E-2	5.116E-3	9.926E-2	-0.303
10.460	1.105	-0.175	8.369E-3	4.064E-3	-0.108	2.679E-2
10.477	1.105	-0.175	6.363E-3	6.635E-3	-7.972E-3	0.228
10.494	1.105	-0.175	1.019E-2	1.126E-2	6.417E-2	0.135
10.511	1.105	-0.174	8.095E-3	1.235E-2	0.110	6.884E-2
10.527	1.105	-0.174	1.249E-2	1.205E-2	0.318	-7.732E-2
10.544	1.106	-0.174	2.047E-2	1.117E-2	0.436	3.627E-2
10.561	1.106	-0.174	2.612E-2	1.159E-2	0.158	-0.150
10.577	1.107	-0.174	2.704E-2	8.528E-3	-0.379	-0.190
10.594	1.107	-0.173	1.357E-2	2.784E-3	-0.599	-0.250
10.611	1.107	-0.173	4.285E-3	1.622E-3	-0.252	-8.870E-2
10.627	1.107	-0.173	6.827E-3	-7.773E-4	9.933E-2	-0.164
10.644	1.107	-0.173	7.841E-3	-3.395E-3	-3.608E-2	-4.363E-2
10.661	1.107	-0.174	5.625E-3	-3.132E-3	-0.109	3.566E-2
10.677	1.108	-0.174	3.713E-3	-1.141E-3	-0.135	4.381E-2
10.694	1.108	-0.174	1.676E-3	-2.070E-3	-3.606E-2	-2.336E-2
10.711	1.108	-0.174	1.639E-3	-2.071E-3	7.436E-2	4.862E-2
10.727	1.108	-0.174	4.850E-3	-4.032E-4	4.802E-2	5.727E-2
10.744	1.108	-0.174	3.643E-3	1.877E-4	0.123	3.847E-2
10.761	1.108	-0.174	7.235E-3	4.289E-4	8.918E-2	2.460E-2
10.777	1.108	-0.174	9.249E-3	1.318E-3	-6.888E-3	2.070E-3
10.794	1.108	-0.174	5.039E-3	5.220E-4	-0.182	-3.867E-2
10.811	1.108	-0.174	3.819E-3	-2.418E-4	-5.150E-2	-1.841E-2
10.827	1.108	-0.174	3.035E-3	3.312E-5	-0.145	3.866E-2
10.844	1.108	-0.174	-3.102E-4	9.758E-4	-0.112	6.650E-2
10.861	1.108	-0.174	-2.003E-3	2.357E-3	-7.826E-2	7.153E-2
10.878	1.108	-0.174	-1.660E-3	3.372E-3	-5.408E-3	-3.579E-3
10.894	1.108	-0.173	-2.924E-3	2.452E-3	-4.666E-3	-7.335E-2
10.911	1.108	-0.173	-1.665E-3	5.713E-4	0.131	-4.441E-2
10.928	1.108	-0.173	1.412E-3	8.747E-4	2.114E-2	9.940E-2
10.944	1.108	-0.173	-7.684E-6	3.906E-3	-8.427E-2	0.101
10.961	1.108	-0.173	-2.799E-3	4.912E-3	-3.027E-2	-5.702E-2
10.978	1.108	-0.173	-5.367E-4	1.661E-3	0.114	-5.141E-2
10.994	1.108	-0.173	1.313E-3	2.366E-3	9.631E-2	8.165E-2
11.011	1.108	-0.173	2.424E-3	5.442E-3	-5.072E-2	0.130
11.028	1.108	-0.173	2.388E-4	6.290E-3	-1.561E-2	-0.112
11.044	1.108	-0.173	4.685E-4	2.454E-3	-1.957E-2	-8.371E-2
11.061	1.108	-0.173	1.282E-3	1.645E-3	1.213E-2	-2.683E-2
11.078	1.108	-0.173	-3.850E-4	3.467E-3	-0.140	0.196
11.094	1.108	-0.173	-2.436E-3	6.488E-3	-0.175	0.149
11.111	1.108	-0.173	-6.880E-3	1.021E-2	-1.106	-0.206
11.128	1.108	-0.173	-3.554E-2	-5.997E-5	-1.216	-0.282
11.144	1.107	-0.173	-5.590E-2	-2.624E-3	-1.142	-0.156
11.161	1.106	-0.173	-6.555E-2	-1.288E-3	-0.652	-0.113
11.178	1.105	-0.173	-8.309E-2	-8.575E-3	4.738E-2	0.235
11.195	1.103	-0.173	-6.478E-2	4.589E-3	-1.084	0.195
11.211	1.103	-0.173	-0.105	4.692E-3	-1.592	0.148
11.228	1.100	-0.173	-0.141	1.392E-3	1.031	0.737
11.245	1.098	-0.173	-6.309E-2	3.208E-2	3.103	1.781
11.261	1.098	-0.172	-2.327E-2	6.285E-2	0.670	1.351
11.278	1.097	-0.170	-5.085E-2	7.744E-2	-1.172	0.741
11.295	1.096	-0.169	-6.395E-2	8.588E-2	0.576	0.455
11.311	1.095	-0.168	-3.412E-2	9.357E-2	1.654	0.485
11.328	1.095	-0.166	-6.657E-4	0.101	1.088	0.335
11.345	1.095	-0.164	-6.248E-4	0.106	-8.143E-2	0.397
11.361	1.095	-0.162	-4.751E-3	0.112	0.574	0.450
11.378	1.095	-0.160	1.577E-2	0.123	1.070	0.619
11.395	1.095	-0.158	3.709E-2	0.132	1.409	0.420
11.411	1.096	-0.156	5.695E-2	0.138	1.586	0.339
11.428	1.097	-0.154	9.327E-2	0.142	1.653	0.523
11.445	1.099	-0.151	0.113	0.155	1.099	0.585
11.461	1.101	-0.149	0.127	0.164	0.797	0.429
11.478	1.103	-0.146	0.142	0.167	1.054	0.150
11.495	1.106	-0.143	0.160	0.170	1.169	0.489
11.512	1.109	-0.140	0.183	0.181	1.138	0.513
11.528	1.112	-0.137	0.198	0.191	0.390	-8.780E-2
11.545	1.115	-0.134	0.197	0.177	-0.301	-0.745
11.562	1.118	-0.131	0.186	0.163	-1.009	-0.969
11.578	1.121	-0.128	0.165	0.148	-0.455	-0.974
11.595	1.124	-0.126	0.165	0.128	0.355	-1.028
11.612	1.127	-0.124	0.183	0.115	-0.107	-0.921
11.628	1.130	-0.122	0.163	9.801E-2	-0.183	-0.785
11.645	1.132	-0.121	0.166	8.685E-2	0.324	-0.469
11.662	1.136	-0.119	0.186	8.403E-2	0.489	-0.508
11.678	1.139	-0.118	0.177	7.091E-2	6.748E-2	-0.571
11.695	1.142	-0.117	0.187	6.192E-2	0.467	-0.535
11.712	1.145	-0.116	0.197	5.623E-2	0.520	-0.281
11.728	1.148	-0.115	0.201	4.993E-2	-6.691E-2	-0.593
11.745	1.152	-0.114	0.198	3.958E-2	0.572	-0.598
11.762	1.155	-0.114	0.213	2.664E-2	0.775	-0.619
11.778	1.159	-0.113	0.233	2.088E-2	0.171	-0.408
11.795	1.162	-0.113	0.216	1.250E-2	0.746	-0.151
11.812	1.166	-0.113	0.248	1.451E-2	1.016	-0.188
11.828	1.171	-0.113	0.268	9.970E-3	1.074	-0.293
11.845	1.175	-0.113	0.267	7.306E-4	0.275	-0.671
11.862	1.180	-0.113	0.288	-9.011E-3	0.877	-0.724
11.879	1.184	-0.113	0.291	-2.588E-2	-0.102	-0.754
11.895	1.189	-0.113	0.288	-3.399E-2	-2.544E-2	-0.706
11.912	1.194	-0.114	0.286	-4.758E-2	0.730	-0.657
11.929	1.199	-0.115	0.313	-5.886E-2	0.545	-0.618
11.945	1.204	-0.116	0.312	-6.557E-2	-0.165	-0.677
11.962	1.209	-0.117	0.297	-8.204E-2	-0.670	-0.919
11.979	1.214	-0.119	0.296	-9.724E-2	-0.184	-0.975
11.995	1.219	-0.120	0.288	-0.113	-0.300	-0.697
12.012	1.224	-0.123	0.287	-0.123	-0.819	-0.483
12.029	1.229	-0.125	0.263	-0.127	-1.234	-0.291
12.045	1.233	-0.127	0.240	-0.134	-1.381	-0.560
12.062	1.237	-0.129	0.223	-0.144	-1.246	-0.620
12.079	1.240	-0.132	0.195	-0.156	-1.666	-1.053
12.095	1.243	-0.134	0.168	-0.177	-1.421	-1.456
12.112	1.246	-0.137	0.146	-0.207	-3.376	-2.007
12.129	1.248	-0.141	6.623E-2	-0.242	-4.072	-2.213
12.145	1.248	-0.146	-9.340E-3	-0.282	-4.006	-2.324
12.162	1.248	-0.151	-5.201E-2	-0.319	-3.017	-1.938
12.179	1.246	-0.156	-0.117	-0.348	-3.690	-1.224
12.196	1.244	-0.162	-0.172	-0.360	2.031	4.267
12.212	1.241	-0.168	-7.298E-2	-0.224	5.714	8.635
12.229	1.241	-0.170	5.890E-2	-3.941E-2	5.555	7.173
12.246	1.242	-0.170	9.064E-2	8.574E-3	0.454	1.523
12.262	1.244	-0.169	8.661E-2	5.568E-3	-2.129	-4.743E-2
12.279	1.245	-0.169	1.203E-2	5.172E-3	-3.480	0.108
12.296	1.245	-0.169	-3.583E-2	1.055E-2	-1.192	0.196
12.312	1.244	-0.169	-2.586E-2	1.177E-2	0.794	-3.634E-2
12.329	1.244	-0.169	-4.568E-3	9.229E-3	0.989	-0.100
12.346	1.244	-0.169	5.590E-3	7.831E-3	0.356	0.141
12.362	1.244	-0.169	8.329E-3	1.367E-2	-0.488	0.245
12.379	1.244	-0.168	-9.817E-3	1.760E-2	-0.822	1.146E-2
12.396	1.244	-0.168	-2.360E-2	1.336E-2	-0.252	-5.998E-2
12.412	1.244	-0.168	-1.613E-2	1.437E-2	0.509	-0.110
12.429	1.243	-0.167	-6.030E-3	1.213E-2	0.502	-0.186
12.446	1.243	-0.167	8.638E-4	5.826E-3	5.465E-2	-0.258
12.462	1.243	-0.167	-3.334E-3	4.554E-3	1.807E-3	-9.233E-2
12.479	1.243	-0.167	-2.283E-3	2.543E-3	2.585E-2	-6.933E-2
12.496	1.243	-0.167	1.145E-3	2.111E-3	0.393	6.206E-2
12.513	1.243	-0.167	7.194E-3	4.557E-3	0.407	0.289
12.529	1.244	-0.167	1.807E-2	1.156E-2	0.173	0.140
12.546	1.244	-0.167	1.265E-2	1.111E-2	-0.397	-0.168
12.563	1.244	-0.167	3.366E-3	3.963E-3	-0.370	-0.167
12.579	1.244	-0.167	3.279E-4	5.366E-3	-0.150	-2.019E-2
12.596	1.244	-0.167	-1.002E-3	4.950E-3	3.449E-2	-0.176
12.613	1.244	-0.166	6.594E-4	-1.544E-3	0.164	-0.267
12.629	1.244	-0.167	5.282E-3	-4.301E-3	7.288E-2	-7.761E-2
12.646	1.244	-0.167	3.592E-3	-3.726E-3	-6.774E-2	6.390E-2
12.663	1.244	-0.167	1.654E-3	-2.232E-3	-6.917E-2	5.479E-2
12.679	1.244	-0.167	2.254E-3	-1.582E-3	0.205	1.343E-2
12.696	1.244	-0.167	7.259E-3	-2.059E-3	0.235	4.567E-2
12.713	1.244	-0.167	1.201E-2	-2.683E-4	-5.116E-2	4.026E-3
12.729	1.245	-0.167	5.257E-3	-1.026E-3	-0.113	2.938E-2
12.746	1.245	-0.167	5.856E-3	-7.045E-4	-0.161	7.144E-2
12.763	1.245	-0.167	3.724E-3	2.514E-3	-0.130	3.403E-2
12.779	1.245	-0.167	-2.161E-3	4.435E-4	-0.227	-9.423E-2
12.796	1.245	-0.167	-1.605E-3	-1.427E-3	-9.033E-2	1.478E-2
12.813	1.245	-0.167	-5.811E-3	1.130E-3	-5.185E-2	0.214
12.829	1.245	-0.167	-4.209E-3	5.858E-3	0.113	-3.371E-2
12.846	1.245	-0.167	-6.339E-4	1.486E-3	0.143	-5.175E-2
12.863	1.244	-0.167	-1.448E-4	8.202E-4	-4.009E-2	-1.398E-3
12.880	1.245	-0.167	-1.456E-3	4.639E-3	5.084E-2	9.701E-2
12.896	1.244	-0.167	3.355E-4	2.368E-3	-0.142	-8.155E-2
12.913	1.245	-0.166	-3.707E-3	2.407E-3	-0.131	9.036E-2
12.930	1.244	-0.166	-7.422E-3	4.877E-3	0.128	7.224E-2
12.946	1.244	-0.166	2.080E-3	5.881E-3	0.428	7.519E-2
12.963	1.244	-0.166	7.746E-3	6.209E-3	8.482E-2	-6.170E-2
12.980	1.245	-0.166	4.702E-3	5.106E-3	-0.187	-0.102
12.996	1.245	-0.166	6.285E-4	1.662E-3	-0.134	-0.128
13.013	1.245	-0.166	4.210E-4	1.225E-3	-6.662E-3	-2.190E-2
13.030	1.245	-0.166	6.988E-4	9.473E-4	-4.624E-4	2.225E-2
13.046	1.245	-0.166	2.816E-4	1.811E-3	-0.163	-5.078E-2
13.063	1.245	-0.166	-4.132E-3	-4.039E-5	-0.522	0.348
13.080	1.244	-0.166	-1.708E-2	1.055E-2	-1.064	0.133
13.096	1.244	-0.166	-3.956E-2	1.055E-2	-1.544	-5.410E-2
13.113	1.243	-0.166	-6.905E-2	2.253E-3	-0.527	-0.169
13.130	1.242	-0.166	-6.279E-2	8.171E-3	-1.946	-6.658E-2
13.146	1.241	-0.165	-0.115	6.952E-4	-2.275	-0.385
13.163	1.238	-0.166	-0.166	-7.208E-3	-1.561	-9.347E-2
13.180	1.235	-0.166	-0.149	-1.861E-3	-0.722	-2.870E-2
13.197	1.233	-0.166	-0.190	-5.545E-3	0.247	0.271
13.213	1.229	-0.166	-0.160	1.718E-3	2.970	1.489
13.230	1.228	-0.166	-7.043E-2	4.590E-2	3.619	2.137
13.247	1.227	-0.164	-4.229E-2	7.822E-2	0.972	1.385
13.263	1.226	-0.163	-3.962E-2	8.838E-2	-3.235E-2	0.286
13.280	1.225	-0.161	-4.433E-2	8.960E-2	-9.372E-2	0.182
13.297	1.225	-0.160	-4.362E-2	9.126E-2	0.203	0.279
13.313	1.224	-0.158	-3.677E-2	0.101	0.925	0.505
13.330	1.223	-0.157	-1.482E-2	0.108	0.925	0.158
13.347	1.224	-0.155	-5.856E-4	0.107	0.621	0.429
13.363	1.223	-0.153	1.263E-3	0.118	0.427	0.343
13.380	1.224	-0.151	1.486E-2	0.125	1.669	0.527
13.397	1.224	-0.149	5.380E-2	0.130	2.055	6.460E-2
13.413	1.225	-0.146	9.052E-2	0.133	1.617	6.678E-2
13.430	1.227	-0.144	0.104	0.127	0.760	0.181
13.447	1.229	-0.142	0.117	0.140	0.818	0.476
13.463	1.231	-0.140	0.130	0.146	1.146	0.310
13.480	1.233	-0.137	0.154	0.147	1.106	0.231
13.497	1.236	-0.135	0.170	0.155	1.500	0.770
13.514	1.239	-0.132	0.198	0.171	1.264	0.634
13.530	1.243	-0.129	0.221	0.180	1.044	0.132
13.547	1.246	-0.126	0.226	0.173	0.209	-0.283
13.564	1.250	-0.123	0.232	0.170	0.185	-0.426
13.580	1.254	-0.120	0.230	0.161	-0.439	-0.861
13.597	1.258	-0.118	0.220	0.140	-6.856	-1.179
13.614	1.261	-0.116	2.388E-2	0.121		
13.630	1.259	-0.114				
