0,0,86.9266924410453,9.9972251718977,1.02134999190616,4.06922884265443e-05
0,0,70,10,0,0.000561829503018309
0,0,90,10,0,1e-05
2,0.624254148618709,70,9.99965300341338,0,0.001
1.92167882517986,0,90,4.68282751051056,2.94947235425022,1e-05
1.99999937544813,0.255981081717517,70.0151323637867,10,0,0.000204062597849255
2,0.347594815821066,70,10,0,0.00039347527065637
2,0.00548427324683404,70,9.99843787056627,0,0.000996855621681691
1.30054134549109,0,81.2959147244175,9.90316137038249,0,0.000152955961808575
1.29141413843561,1.75758565705145e-09,70,8.93592960749535,0,0.000988324603092131
1.98093917501168,0.2693743456259,79.8230664390903,7.70110089311964,0,0.000478306458487225
1.13004887735921,0.125900385567903,70.0003951417362,9.99995568497078,0,1.00248167492035e-05
0.830052175821679,0.115889359177936,70.039618628494,9.99960978201341,0,0.001
1.62661802636888,0.455215150514364,89.7618878612198,4.05790935670518,0,0.000991030217926774
0,0,90,10,0,1e-05
2,1.30313178325971,70,10,0,0.000834939568173535
1.9999997601332,0.000372295586033469,70,8.46329998213083,0,0.000207244983385959
